dep_orbit_id,arr_orbit_id,n_impulse,TOF,DV_total,departure_phase,arrival_phase,dv1_x,dv1_y,dv1_z,dv2_x,dv2_y,dv2_z,dv1_mag,dv2_mag,t_leg1,min_moon_dist,lunar_valid,chain_id,position_residual,node_residual,tof_idx,delta_C,rank,seeds_converged
L1_Lyapunov_01,L2_Halo_01,2,0.100000000000,1.09637185352,0.534586861097,0.432737613161,0.200077485780,0.462272721275,-0.105061390657,-0.479697987857,0.191232414267,-0.268016761496,0.514553170195,0.581818683323,0.100000000000,0.0802623682323,true,119,2.18441846500e-15,,1,0.0159136083664,1,400
L1_Lyapunov_01,L2_Halo_01,2,0.100000000000,1.10049416362,0.438738885578,0.603148380004,0.466953531878,0.178001192820,0.255011932484,-0.196586308230,0.490024926007,0.110656119438,0.561035748672,0.539458414951,0.100000000000,0.110936830071,true,230,6.06063923497e-15,,1,0.0159136083664,2,400
L1_Lyapunov_01,L2_Halo_01,2,0.100000000000,1.70118129653,0.485526872651,0.523596784567,0.823823606484,-0.0170668755116,0.118129078342,-0.0330990740702,-0.104451100229,0.861819135865,0.832424826630,0.868756469896,0.100000000000,0.00204644191142,false,150,6.06778087193e-14,,1,0.0159136083664,3,400
L1_Lyapunov_01,L2_Halo_01,2,0.152938570385,0.899218528571,0.528032952441,0.431988614648,0.0891709487106,0.333426248925,-0.0678686818689,-0.371959324934,0.253117739593,-0.311922084990,0.351753720016,0.547464808555,0.152938570385,0.0777754224000,true,14,1.34110242290e-14,,2,0.0159136083664,1,400
L1_Lyapunov_01,L2_Halo_01,2,0.152938570385,0.911777515875,0.428955639691,0.621390710074,0.336001184203,0.200568467401,0.275755031631,-0.0698602620367,0.418543094403,0.0865263786809,0.478712171739,0.433065344136,0.152938570385,0.122335472765,true,343,5.81400226876e-15,,2,0.0159136083664,2,400
L1_Lyapunov_01,L2_Halo_01,2,0.152938570385,1.07508984291,0.481172834480,0.536951960259,0.516413837479,0.0867535442904,0.0986875912235,0.0134193834557,-0.0562022148947,0.539133923528,0.532868341758,0.542221501151,0.152938570385,0.00269103430836,false,189,3.88945274755e-14,,2,0.0159136083664,3,400
L1_Lyapunov_01,L2_Halo_01,2,0.205877140769,0.793788075720,0.519444442520,0.427204516623,0.0415433118092,0.229868598688,-0.0300810007034,-0.332015215550,0.283077242043,-0.348274255159,0.235521306938,0.558266768782,0.205877140769,0.0646926577841,true,92,6.21861279849e-10,,3,0.0159136083664,1,398
L1_Lyapunov_01,L2_Halo_01,2,0.205877140769,0.821706245097,0.419444447535,0.639072990803,0.269561326825,0.203276571045,0.281950953217,-0.00819792236024,0.374240979457,0.0753617790138,0.439864767031,0.381841478066,0.205877140769,0.132766430360,true,289,1.01163886994e-9,,3,0.0159136083664,2,398
L1_Lyapunov_01,L2_Halo_01,2,0.205877140769,0.837936460624,0.475823111428,0.548819696016,0.386322048997,0.138691039718,0.0707493502272,0.0177282938064,-0.0118043832474,0.420882107625,0.416515786732,0.421420673892,0.205877140769,0.00242442927621,false,70,2.76271035089e-13,,3,0.0159136083664,3,398
L1_Lyapunov_01,L2_Halo_01,2,0.258815711154,0.721478316146,0.512401730373,0.421075544003,0.00391192646159,0.169889063438,0.00307724704427,-0.309202108786,0.273091866085,-0.366039866800,0.169961956020,0.551516360126,0.258815711154,0.0555169562167,true,151,5.45800824979e-15,,4,0.0159136083664,1,400
L1_Lyapunov_01,L2_Halo_01,2,0.258815711154,0.721801493180,0.510347901923,0.420665423593,0.00671588501370,0.158036555538,0.00532497349693,-0.316006980360,0.288686370304,-0.366563596591,0.158268794589,0.563532698591,0.258815711154,0.0533216689231,true,52,5.87818227011e-15,,4,0.0159136083664,2,400
L1_Lyapunov_01,L2_Halo_01,2,0.258815711154,0.723701589442,0.507938573545,0.420216948945,0.00993086452131,0.144831630065,0.00801492632034,-0.324284682644,0.307566962437,-0.366991935218,0.145392785864,0.578308803577,0.258815711154,0.0511321581234,true,130,1.55687229496e-15,,4,0.0159136083664,3,400
L1_Lyapunov_01,L2_Halo_01,2,0.311754281539,0.677056064546,0.512336618519,0.416773491177,-0.0339569847046,0.163231914313,0.0227025040040,-0.277985724055,0.213723028462,-0.368666063871,0.168265083570,0.508790980976,0.311754281539,0.0554432516974,true,124,1.48147651643e-11,,5,0.0159136083664,1,400
L1_Lyapunov_01,L2_Halo_01,2,0.311754281539,0.677379202909,0.510312224430,0.416277909393,-0.0334668659108,0.154742781463,0.0259365111650,-0.283796882411,0.225772543797,-0.368404225070,0.160430864051,0.516948338858,0.311754281539,0.0532860399935,true,112,5.64182052363e-13,,5,0.0159136083664,2,400
L1_Lyapunov_01,L2_Halo_01,2,0.311754281539,0.677994415228,0.513905693236,0.417075639759,-0.0349494328915,0.170389463972,0.0207564747592,-0.273795706012,0.204583269791,-0.368799442884,0.175170955174,0.502823460054,0.311754281539,0.0572866623480,true,67,4.36960866496e-15,,5,0.0159136083664,3,400
L1_Lyapunov_01,L2_Halo_01,2,0.364692851924,0.647997844872,0.512777787796,0.412973607726,-0.0589689576882,0.157403681548,0.0373601986814,-0.255540931596,0.164233634455,-0.366224290597,0.172188969975,0.475808874897,0.364692851924,0.0559475355482,true,173,7.03122744969e-14,,6,0.0159136083664,1,396
L1_Lyapunov_01,L2_Halo_01,2,0.364692851924,0.648420130085,0.514445116880,0.413265240881,-0.0582115256487,0.163206735201,0.0350207651265,-0.251733869853,0.156428087429,-0.366884053738,0.176780864698,0.471639265387,0.364692851924,0.0579508092133,true,234,1.92706370879e-14,,6,0.0159136083664,2,396
L1_Lyapunov_01,L2_Halo_01,2,0.364692851924,0.649278218229,0.510718893817,0.412603806561,-0.0606965393112,0.151265894113,0.0406230369670,-0.260622989180,0.174168401903,-0.365230898752,0.167975211679,0.481303006550,0.364692851924,0.0536974666964,true,113,7.28774509988e-15,,6,0.0159136083664,3,396
L1_Lyapunov_01,L2_Halo_01,2,0.417631422308,0.624522266907,0.435138366620,0.623668570619,0.261688173136,-0.0171381271710,-0.0404976894822,-0.120995209576,-0.241015992568,0.237214984790,0.265357265239,0.359165001667,0.417631422308,0.00160688051387,false,187,6.80365443156e-12,,7,0.0159136083664,1,397
L1_Lyapunov_01,L2_Halo_01,2,0.417631422308,0.626429838093,0.514975655926,0.409957206447,-0.0735179166347,0.155790339707,0.0458690092296,-0.236267522197,0.117472861771,-0.362252422122,0.178268000550,0.448161837544,0.417631422308,0.0586179420562,true,46,2.78033993927e-14,,7,0.0159136083664,2,397
