dep_orbit_id,arr_orbit_id,n_impulse,TOF,DV_total,departure_phase,arrival_phase,dv1_x,dv1_y,dv1_z,dv2_x,dv2_y,dv2_z,dv1_mag,dv2_mag,t_leg1,min_moon_dist,lunar_valid,chain_id,position_residual,tof_idx,rank
L1_Halo_01,L2_Lyapunov_01,2.00000000000,0.421044338489,0.818042527154,0.200000000000,0.200000000000,-0.108527274055,0.382358033285,-0.0599364690564,-0.192215924512,-0.150406059117,0.336985873661,0.401955489021,0.416087038133,0.421044338489,0.194668778911,true,0.00000000000,5.16419720074e-15,7.00000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_01,2.00000000000,0.742088676979,0.551050140136,0.200000000000,0.200000000000,-0.192303676990,0.215443214994,0.112603637716,-0.0780201409508,0.0716292849878,0.216577675102,0.309961388398,0.241088751738,0.742088676979,0.194668778911,true,0.00000000000,3.26137935558e-16,13.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_01,2.00000000000,1.06313301547,0.484338906549,0.00000000000,0.200000000000,-0.129218929256,0.121496704225,0.00200668254575,-0.100427317675,0.129996331007,0.259307182176,0.177378148571,0.306960757978,1.06313301547,0.224114535485,true,0.00000000000,2.61983809561e-16,19.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_01,2.00000000000,1.38417735396,0.475872161565,0.800000000000,0.200000000000,-0.126093024404,0.121924440645,-0.0642270936222,-0.0973070895290,0.155915451979,0.223138437824,0.186789024263,0.289083137303,1.38417735396,0.194668778921,true,0.00000000000,7.05597707643e-16,25.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_01,2.00000000000,1.70522169245,0.472711590901,0.800000000000,0.200000000000,-0.105789967861,0.0623149727864,0.0322069429652,-0.0328662375158,0.223878522385,0.261459600875,0.126932896873,0.345778694028,1.70522169245,0.194668778921,true,0.00000000000,5.85955002537e-15,31.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_01,2.00000000000,2.02626603094,0.564805630092,0.800000000000,0.400000000000,0.315574213288,0.0287708778891,-0.323390419930,-0.0509494829231,-0.0467436951239,-0.0881604424853,0.452765072868,0.112040557224,2.02626603094,0.0354947317813,true,0.00000000000,9.23060495244e-12,37.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_01,2.00000000000,2.34731036942,0.602491478383,0.600000000000,0.400000000000,-0.348260961024,0.252664754653,-0.219374218171,0.0351312883401,0.0962943227036,0.0614898745143,0.482959856319,0.119531622064,2.34731036942,0.104253537136,true,0.00000000000,2.53621672005e-15,43.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_01,2.00000000000,2.66835470791,0.804841118420,0.400000000000,0.600000000000,-0.387419241311,0.593979333468,0.290795676880,0.0117115802219,0.0102143373620,-0.0350898907164,0.766464117110,0.0383770013097,2.66835470791,0.104253537124,true,0.00000000000,3.02922753072e-15,49.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_01,2.00000000000,2.98939904640,0.849637128161,0.400000000000,0.800000000000,-0.0918679939830,0.437384824791,-0.144599517445,-0.0800631487093,0.0986805816317,-0.358015394433,0.469738473750,0.379898654411,2.98939904640,0.104253537124,true,0.00000000000,1.15459486445e-14,55.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_02,2.00000000000,0.421044338489,0.779494569931,0.200000000000,0.200000000000,-0.0508596361534,0.355610760836,-0.0585831758022,-0.222349878062,-0.0945344512001,0.338053830366,0.363974867675,0.415519702256,0.421044338489,0.194668778911,true,0.00000000000,4.83635949499e-14,7.00000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_02,2.00000000000,0.742088676979,0.546397763351,0.200000000000,0.200000000000,-0.158987242942,0.210581474198,0.114006497655,-0.0914830345341,0.106071323461,0.217810350439,0.287435179129,0.258962584222,0.742088676979,0.194668778911,true,0.00000000000,5.94258445054e-14,13.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_02,2.00000000000,1.06313301547,0.488299280085,0.00000000000,0.200000000000,-0.109511785242,0.122941541455,0.00336498912005,-0.110331860824,0.156240422926,0.261049181091,0.164677797150,0.323621482935,1.06313301547,0.224114535485,true,0.00000000000,9.48073595390e-16,19.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_02,2.00000000000,1.38417735396,0.489200985199,0.800000000000,0.200000000000,-0.115651794925,0.126004544583,-0.0617326859345,-0.106290155718,0.179449234925,0.225776814545,0.181833460720,0.307367524479,1.38417735396,0.194668778921,true,0.00000000000,8.05482010126e-15,25.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_02,2.00000000000,1.70522169245,0.482019113204,0.200000000000,0.400000000000,0.183780746312,-0.172851795219,0.175798866230,-0.124382793861,-0.0713470771991,-0.0994698236321,0.307503410051,0.174515703153,1.70522169245,0.0248574316810,true,0.00000000000,5.79616543654e-12,31.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_02,2.00000000000,2.02626603094,0.475922679857,0.800000000000,0.400000000000,-0.118763680647,0.107199549723,0.101017638540,-0.0438830200481,0.0820323129355,0.271197508474,0.189211835248,0.286710844609,2.02626603094,0.194668778921,true,0.00000000000,2.73575517121e-15,37.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_02,2.00000000000,2.34731036942,0.623505194566,0.600000000000,0.400000000000,-0.347841446242,0.253819260294,-0.233687312064,0.0441846736397,0.113608487644,0.0546276755789,0.489926166315,0.133579028251,2.34731036942,0.104253537136,true,0.00000000000,5.11386790432e-14,43.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_02,2.00000000000,2.66835470791,0.796032380985,0.400000000000,0.800000000000,-0.0764733533336,0.496957848807,-0.0446584473381,-0.0604110707305,0.0666422498418,-0.277007826085,0.504786741288,0.291245639698,2.66835470791,0.104253537124,true,0.00000000000,1.53910120349e-13,49.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_02,2.00000000000,2.98939904640,0.643754148678,0.600000000000,0.00000000000,0.373972699349,-0.123541295519,-0.344994758819,-0.115185866858,0.00531280929898,0.0338383814339,0.523583245692,0.120170902986,2.98939904640,0.0406794478511,true,0.00000000000,1.62182322629e-12,55.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_03,2.00000000000,0.421044338489,0.762455345881,0.200000000000,0.200000000000,0.00933618735876,0.330165672974,-0.0570345767692,-0.257027059129,-0.0365473434360,0.339353356239,0.335185737990,0.427269607891,0.421044338489,0.194668778911,true,0.00000000000,4.87479217764e-13,7.00000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_03,2.00000000000,0.742088676979,0.550883147065,0.200000000000,0.200000000000,-0.124465801520,0.207078904394,0.115540632981,-0.108144538467,0.142677480119,0.219265600233,0.267811587245,0.283071559820,0.742088676979,0.194668778911,true,0.00000000000,8.83734744313e-12,13.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_03,2.00000000000,1.06313301547,0.498781771549,0.00000000000,0.200000000000,-0.0894612298961,0.125769211008,0.00489804780460,-0.122945541441,0.184966047881,0.263168656249,0.154418900930,0.344362870619,1.06313301547,0.224114535485,true,0.00000000000,1.11278624203e-15,19.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_03,2.00000000000,1.38417735396,0.508109800610,0.800000000000,0.200000000000,-0.105460479841,0.131605289807,-0.0590154941844,-0.117550966152,0.205765675802,0.228844180845,0.178674826619,0.329434973991,1.38417735396,0.194668778921,true,0.00000000000,7.94285315690e-12,25.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_03,2.00000000000,1.70522169245,0.501217870835,0.800000000000,0.200000000000,-0.0947768530016,0.0744426771293,0.0317109431317,-0.0502209167571,0.265856405262,0.261963320456,0.124619211831,0.376598659004,1.70522169245,0.194668778921,true,0.00000000000,1.95584807709e-13,31.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_03,2.00000000000,2.02626603094,0.479786378270,0.800000000000,0.400000000000,-0.111111005393,0.105219279495,0.102469464733,-0.0395958222909,0.101459279494,0.274827565451,0.184164989886,0.295621388384,2.02626603094,0.194668778921,true,0.00000000000,2.38599757009e-15,37.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_03,2.00000000000,2.34731036942,0.460323943737,0.00000000000,0.400000000000,0.263820395306,-0.117443988761,-0.0111861352026,-0.0637968011031,0.00336944620368,-0.158969949081,0.288997268319,0.171326675418,2.34731036942,0.0496572975415,true,0.00000000000,1.23321242113e-14,43.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_03,2.00000000000,2.66835470791,0.658259627373,0.600000000000,0.600000000000,-0.0281369009787,0.0954596261111,0.193555985893,-0.154386254122,0.0504806614551,0.409585483737,0.217642241049,0.440617386324,2.66835470791,0.104253537136,true,0.00000000000,9.11949077509e-13,49.0000000000,1.00000000000
L1_Halo_01,L2_Lyapunov_03,2.00000000000,2.98939904640,0.668754784103,0.600000000000,0.00000000000,0.371872479199,-0.122740212752,-0.345424554148,-0.143396191226,0.000336646949872,0.0303554638828,0.522180450822,0.146574333281,2.98939904640,0.0479562647739,true,0.00000000000,1.11548167811e-13,55.0000000000,1.00000000000
