dep_orbit_id,arr_orbit_id,n_impulse,TOF,DV_total,departure_phase,arrival_phase,dv1_x,dv1_y,dv1_z,dv2_x,dv2_y,dv2_z,dv1_mag,dv2_mag,t_leg1,min_moon_dist,lunar_valid,chain_id,position_residual,node_residual,tof_idx,delta_C,rank,seeds_converged
L1_Halo_01,L2_Halo_01,2,0.100000000000,1.18412196087,0.416079809408,0.570151565652,0.240830598103,0.341011741583,0.457075699709,-0.272736145415,0.443272283505,0.220104289114,0.619036816469,0.565085144404,0.100000000000,0.0878957000841,true,468,1.81533314933e-14,,1,0.0160100380277,1,625
L1_Halo_01,L2_Halo_01,2,0.100000000000,1.20979257695,0.546307873561,0.459691827130,0.301606892428,0.413550061354,-0.229634315671,-0.275356193500,0.322293359617,-0.491158094086,0.561001149500,0.648791427454,0.100000000000,0.0654967476019,true,44,7.58641998800e-15,,1,0.0160100380277,2,625
L1_Halo_01,L2_Halo_01,2,0.100000000000,1.97395045398,0.476721287351,0.517588517673,0.0594308886790,0.124434258902,0.958081153632,-0.128423022622,0.0926882553059,0.993450952758,0.967954240789,1.00599621319,0.100000000000,0.000499494301613,false,208,3.10119104169e-11,,1,0.0160100380277,3,625
L1_Halo_01,L2_Halo_01,2,0.147833031700,1.06610917713,0.383268815888,0.599999995957,0.220770812837,0.256693253354,0.444298684517,-0.253302202188,0.343930938790,0.274073705035,0.558598692428,0.507510484702,0.147833031700,0.107666780813,true,588,4.21513433400e-10,,2,0.0160100380277,1,624
L1_Halo_01,L2_Halo_01,2,0.147833031700,1.09772503458,0.563025085021,0.443519114124,0.295115715853,0.297974308705,-0.273917840041,-0.267541590484,0.225085326479,-0.483677311428,0.500912125511,0.596812909064,0.147833031700,0.0756138687016,true,196,1.08956985871e-14,,2,0.0160100380277,2,624
L1_Halo_01,L2_Halo_01,2,0.147833031700,1.33604622614,0.460226040791,0.529655625434,0.0256864714893,0.0720152240023,0.636502735258,-0.0742123056752,0.0509847658066,0.689110401300,0.641078559380,0.694967666757,0.147833031700,0.000180147652865,false,359,1.07278307675e-11,,2,0.0160100380277,3,624
L1_Halo_01,L2_Halo_01,2,0.195666063399,0.986765359401,0.355242041000,0.625166840473,0.206051564325,0.204288193919,0.422807196749,-0.237605771373,0.283874910041,0.295986766106,0.512793173666,0.473972185735,0.195666063399,0.123372004704,true,405,1.70699587393e-12,,3,0.0160100380277,1,625
L1_Halo_01,L2_Halo_01,2,0.195666063399,1.02209834479,0.576123289035,0.431061879563,0.291150601346,0.226898157053,-0.288691764624,-0.265099787717,0.158731907159,-0.459213191276,0.468608985509,0.553489359283,0.195666063399,0.0839902478190,true,340,8.37993471219e-15,,3,0.0160100380277,2,625
L1_Halo_01,L2_Halo_01,2,0.195666063399,1.05325098523,0.440585656747,0.546419955966,0.0241629233236,-0.0154664878434,0.502323802696,-0.0628118325328,-0.0525953954197,0.543974142422,0.503142387267,0.550108597959,0.195666063399,0.000602651949039,false,88,1.74434725050e-11,,3,0.0160100380277,3,625
L1_Halo_01,L2_Halo_01,2,0.243499095099,0.890290401376,0.422981432769,0.562964061763,0.0294372434613,-0.0688994744983,0.419045312330,-0.0615009411767,-0.113371299809,0.446337726663,0.425690806425,0.464599594951,0.243499095099,0.00108089442172,false,538,2.37818594353e-11,,4,0.0160100380277,1,625
